,,,,,Ease of doing business,,,,,Starting a business,,,,,,,,,,,,,,,,Dealing with construction permits,,,,,,,,,,,,,,,,,Getting electricity,,,,,,,,,,,,,,,,,,,,,Registering property,,,,,,,,,,,,,,,,,,,Getting credit,,,,,,,,,,,,,,,Protecting minority investors,,,,,,,,,,,,,,,,,,,,,Paying taxes,,,,,,,,,,,,,,,,,,,,,Trading across borders ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enforcing contracts,,,,,,,,,,,,,,,,,,,,,,,,,Resolving insolvency,,,,,,,,,,,,,
ALB,Albania,Europe & Central Asia,Upper middle income,2011,,,,,61.73,,87.29,6,6,31.8,6,6,31.8,0,70.59,94.47,84.11,70.59,94.47,84.11,100,,,37.1,23,365,3.8,,,,,,,,28,2.31,81,,,,57.76,6,177,614.9,,,,,,,,,,,,50,30.87,92.41,,,,,48.63,6,42,13.9,,,,,,,,58.33,80.38,7.18,,,,,87.5,9,,5,,12.3,0,14,,90,83.33,,,,,70,7,7,7,,,,,,,7,,70,70,70,,,,,,,54.33,44,360,40.6,8.5,27.3,4.8,,,,,,31.67,51.93,79.39,,,,,,,72.22,7,8,785,769,19,18,,,,,,,,,44.44,53.85,91.83,92.89,72.92,77.42,,,,,,,,,,,,60.52,39,390,,,,35.7,,,,,,,,,,,43.75,77.87,59.96,,,,,41.89,0,2,10,38.9,,,,,,41.89,
ALB,Albania,Europe & Central Asia,Upper middle income,2012,,,,,58.82,,87.6,6,6,29.3,6,6,29.3,0,70.59,94.47,85.35,70.59,94.47,85.35,100,,,0,No Practice,No Practice,No Practice,,,,,,,,0,0,0,,,,57.88,6,177,585.6,,,,,,,,,,,,50,30.87,92.77,,,,,54.41,6,33,12,,,,,,,,58.33,84.69,20.2,,,,,87.5,9,,5,,17,0,14,,90,83.33,,,,,70,7,7,7,,,,,,,7,,70,70,70,,,,,,,54.71,44,371,38.7,8.8,25,4.8,,,,,,31.67,50.23,82.23,,,,,,,72.26,7,8,780,764,19,18,,,,,,,,,44.44,53.85,91.94,92.97,72.92,77.42,,,,,,,,,,,,60.52,39,390,30,180,180,35.7,21.6,9.9,4.2,,,,,,,,43.75,77.87,59.96,,,,,43.29,0,2,10,40.2,,,,,,43.29,
ALB,Albania,Europe & Central Asia,Upper middle income,2013,,,,,59.04,,90.19,5,5,22.4,5,5,22.4,0,76.47,95.48,88.81,76.47,95.48,88.81,100,,,0,No Practice,No Practice,No Practice,,,,,,,,0,0,0,,,,57.93,6,177,573.7,,,,,,,,,,,,50,30.87,92.92,,,,,55.59,6,33,11.4,,,,,,,,58.33,84.69,23.75,,,,,87.5,9,,5,,19.7,0,14,,90,83.33,,,,,70,7,7,7,,,,,,,7,,70,70,70,,,,,,,55.34,44,357,38.8,8.7,25.3,4.8,,,,,,31.67,52.4,81.97,,,,,,,72.41,7,8,757,742,19,18,,,,,,,,,44.44,53.85,92.44,93.37,72.92,77.42,,,,,,,,,,,,58.89,39,450,40,230,180,35.7,21.6,9.9,4.2,,,,,,,,43.75,72.95,59.96,,,,,42.58,0,2,10,39.6,,,,,,42.58,
ALB,Albania,Europe & Central Asia,Upper middle income,2014,,,,59.57,59.8,,90.34,5,5,21.2,5,5,21.2,0,76.47,95.48,89.4,76.47,95.48,89.4,100,,,0,No Practice,No Practice,No Practice,,,,,,,,0,0,0,,,,58.05,6,177,543.3,,,,,,,,,,,,50,30.87,93.29,,,,,59.09,5,33,11.1,,,,,,,,66.67,84.69,25.92,,,,65,87.5,9,7,5,6,13.1,0,14,13,90,83.33,58.33,75,,68.33,70,7,7,7,7,6,6,8,7,6.7,7,7,70,70,70,70,60,60,80,,,59.84,42,357,31.7,9.4,18.8,3.5,,,,,,35,52.4,92.13,,,,,,,72.55,7,8,735,720,19,18,,,,,,,,,44.44,53.85,92.92,93.75,72.92,77.42,,,,,,,,,,,,56.84,39,525,45,300,180,35.7,25,6.5,4.2,,,,,,,,43.75,66.8,59.96,,,,65.64,43.78,0,2,10,40.7,14,3,6,3,2,43.78,87.5
ALB,Albania,Europe & Central Asia,Upper middle income,2015,,,66.17,65.09,,,91.73,5,5,10.1,5,5,10.1,0,76.47,95.48,94.97,76.47,95.48,94.97,100,,56.76,49.01,21,273,3.6,12,2,1,2,3,2,2,36,28.82,82.22,80,,43.75,58.34,6,177,474,0,0,118.3,53.3,N/A,0,0,1,1,1,9.5,50,30.87,94.15,0,,,60.5,63.45,5,22,9.9,15.5,,6,2.5,0,7,,66.67,89.95,33.72,51.67,,,60,,,6,,6,16.7,0,,12,,,50,75,,68.33,,7,7,,7,6,6,8,7,6.7,,7,70,70,,70,60,60,80,,,64.37,34,357,31.6,9.5,18.8,3.3,,,,,,48.33,52.4,92.38,,,,,,96.5,72.48,7,8,745,730,19,18,6,8,14,9,10,10,30,52,44.44,53.85,92.7,93.58,72.92,77.42,97.04,97.07,91.82,97.13,97.5,98.57,97.2,95.64,,,53.66,57.14,39,525,45,300,180,34.9,25,5.7,4.2,6,,2,,1.5,1,1.5,43.75,66.8,60.85,33.33,,,66.06,,0,2,10,41.5,14,3,6,3,2,44.62,87.5
ALB,Albania,Europe & Central Asia,Upper middle income,2016,,60.57,60.62,,,,91.69,5,5,10.3,5,5,10.3,0,76.47,95.48,94.83,76.47,95.48,94.83,100,,0,,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,0,0,0,0,,43.67,,6,177,499.8,0,0,111.8,51.9,N/A,0,0,1,1,1,10.2,50,30.87,93.83,0,,60.14,60.14,,5,22,10.2,15.5,15.5,6,2.5,0,7,0,66.67,89.95,32.27,51.67,51.67,,60,,,6,,6,27.1,0,,12,,,50,75,,71.67,,9,7,,7,6,6,8,7.7,6.7,,7,90,70,,70,60,60,80,,61.4,61.83,34,357,36.9,14.1,18.8,4,9,37,18,14.7,60.11,48.33,52.4,84.75,82,34.7,69.72,54.02,,96.97,,,,,,,,6,8,8,9,10,10,30,52,,,,,,,97.04,97.07,95.6,97.13,97.5,98.57,97.2,95.64,,53.66,53.66,,,525,45,300,180,34.9,25,5.7,4.2,6,6,2,2,1.5,1,1.5,,66.8,60.85,33.33,33.33,,66.54,,0,2,10,42.3,14,3,6,3,2,45.58,87.5
ALB,Albania,Europe & Central Asia,Upper middle income,2017,,67.1,,,,,91.43,5,5,12.5,5,5,12.5,0,76.47,95.48,93.76,76.47,95.48,93.76,100,,56.93,,18,299,5.7,13,2,1,2,3,2,3,48,21.33,71.74,86.67,,48.3,,6,134,515.5,0,0,122,49.1,N/A,0,0,1,1,1,9.6,50,49.57,93.64,0,,60.86,,,5,19,9.9,15.5,15.5,6,2.5,0,7,0,66.67,91.39,33.71,51.67,51.67,,60,,,6,,6,38.9,0,,12,,,50,75,,71.67,,9,7,,7,6,6,8,7.7,6.7,,7,90,70,,70,60,60,80,,65.34,,34,255,36.9,14.1,18.8,4,9,37,18,14.7,60.11,48.33,68.16,84.75,82,34.7,69.72,54.02,,96.29,,,,,,,,6,8,9,10,10,10,55,77,,,,,,,97.04,97.07,94.97,96.77,97.5,98.57,94.84,93.56,,53.66,,,,525,45,300,180,34.9,25,5.7,4.2,6,6,2,2,1.5,1,1.5,,66.8,60.85,33.33,33.33,,66.52,,0,2,10,42.3,14,3,6,3,2,45.55,87.5
ALB,Albania,Europe & Central Asia,Upper middle income,2018,,69.01,,,,,91.49,5,5,12,5,5,12,0,76.47,95.48,94.01,76.47,95.48,94.01,100,,56.97,,18,299,5.6,13,2,1,2,3,2,3,48,21.33,71.87,86.67,,57.68,,6,134,513,3,0,87.2,45.9,5,0,0,1,1,1,9.1,50,49.57,93.67,37.5,,61.36,,,5,19,9.6,15.5,15.5,6,2.5,0,7,0,66.67,91.39,35.73,51.67,51.67,,70,,,8,,6,51.6,0,,14,,,66.67,75,,71.67,,9,7,,7,6,6,8,7.7,6.7,,7,90,70,,70,60,60,80,,64.8,,35,255,37.3,14,18.8,4.4,9,37,18,14.7,60.11,46.67,68.16,84.26,82,34.7,69.72,54.02,,96.29,,,,,,,,6,8,9,10,10,10,55,77,,,,,,,97.04,97.07,94.97,96.77,97.5,98.57,94.84,93.56,,53.66,,,,525,45,300,180,34.9,25,5.7,4.2,6,6,,2,1.5,1,1.5,,66.8,60.85,33.33,33.33,,66.13,,0,2,10,41.6,14,3,6,3,2,44.76,87.5
ALB,Albania,Europe & Central Asia,Upper middle income,2019,63,69.51,,,,50,91.58,5,5,11.3,5,5,11.3,0,76.47,95.48,94.36,76.47,95.48,94.36,100,151,57.01,,18,299,5.6,13,2,1,2,3,2,3,48,21.33,72.05,86.67,140,57.71,,6,134,504.7,3,0,77.3,48.6,5,0,0,1,1,1,8.7,50,49.57,93.77,37.5,98,62.08,,,5,19,9.2,15.5,15.5,6,2.5,0,7,0,66.67,91.39,38.59,51.67,51.67,44,70,,,8,,6,57.4,0,,14,,,66.67,75,26,71.67,,9,7,,7,6,6,8,7.7,6.7,,7,90,70,,70,60,60,80,122,64.91,,35,252,37.3,14,18.8,4.4,9,37,18,14.7,60.11,46.67,68.62,84.26,82,34.7,69.72,54.02,24,96.29,,,,,,,,6,8,9,10,10,10,55,77,,,,,,,97.04,97.07,94.97,96.77,97.5,98.57,94.84,93.56,98,56.44,,,,525,45,300,180,34.9,25,5.7,4.2,7.5,7.5,,3.5,1.5,1,1.5,,66.8,60.85,41.67,41.67,39,67.42,,0,2,10,44,14,3,6,3,2,47.33,87.5
DZA,Algeria,Middle East & North Africa,Upper middle income,2004,,,,,,,68.11,14,25,16.3,14,25,16.3,73.2,23.53,75.38,91.85,23.53,75.38,91.85,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,47,630,,,,23.8,,,,,,,,,,,18.75,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2005,,,,,,,70.53,13,24,14.6,13,24,14.6,65.5,29.41,76.38,92.69,29.41,76.38,92.69,83.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.35,14,74,7.5,,,,,,,,0,65.07,49.97,,,,,18.75,3,,0,,0,0,3,,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,47,630,,,,23.8,,,,,,,,,,,18.75,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2006,,,,,,,71.96,13,22,12.4,13,22,12.4,55.1,29.41,78.39,93.81,29.41,78.39,93.81,86.24,,,35.19,19,218,16.6,,,,,,,,44,44.67,16.89,,,,,,,,,,,,,,,,,,,,,,,,,,38.35,14,74,7.5,,,,,,,,0,65.07,49.98,,,,,18.75,3,,0,,0,0,3,,30,0,,,,,30,4,1,4,,,,,,,3,,40,10,40,,,,,,,32.19,39,451,76.9,9.9,31.3,35.7,,,,,,40,37.87,18.7,,,,,,,49.61,9,9,3341,3695,15,22,,,,,,,,,22.22,46.15,36.14,40.93,81.25,70.97,,,,,,,,,,,,50.1,47,630,,,,23.8,,,,,,,,,,,18.75,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2007,,,,,,,72.4,13,22,13.4,13,22,13.4,46,29.41,78.39,93.3,29.41,78.39,93.3,88.5,,,39.69,19,218,13.9,,,,,,,,44,44.67,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,38.35,14,74,7.5,,,,,,,,0,65.07,49.98,,,,,18.75,3,,0,,0.2,0,3,,30,0,,,,,30,4,1,4,,,,,,,3,,40,10,40,,,,,,,32.19,39,451,76.9,9.9,31.3,35.7,,,,,,40,37.87,18.7,,,,,,,52.81,9,9,2877,3182,15,22,,,,,,,,,22.22,46.15,46.24,50.04,81.25,70.97,,,,,,,,,,,,50.1,47,630,,,,23.8,,,,,,,,,,,18.75,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2008,,,,,,,72.48,13,22,13.2,13,22,13.2,45.2,29.41,78.39,93.42,29.41,78.39,93.42,88.71,,,40.1,19,218,13.7,,,,,,,,44,44.67,31.64,,,,,,,,,,,,,,,,,,,,,,,,,,38.35,14,74,7.5,,,,,,,,0,65.07,49.98,,,,,18.75,3,,0,,0.2,0,3,,30,0,,,,,30,4,1,4,,,,,,,3,,40,10,40,,,,,,,40.68,27,451,74.2,8.3,30.2,35.7,,,,,,60,37.87,24.18,,,,,,,60.43,8,9,1942,2055,17,23,,,,,,,,,33.33,46.15,66.63,70.05,77.08,69.35,,,,,,,,,,,,50.1,47,630,,,,23.8,,,,,,,,,,,18.75,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2009,,,,,,,73.32,13,22,10.8,13,22,10.8,36.6,29.41,78.39,94.62,29.41,78.39,94.62,90.86,,,44.38,19,218,11.1,,,,,,,,44,44.67,44.48,,,,,,,,,,,,,,,,,,,,,,,,,,38.35,14,74,7.5,,,,,,,,0,65.07,49.99,,,,,18.75,3,,0,,0.2,0,3,,30,0,,,,,30,4,1,4,,,,,,,3,,40,10,40,,,,,,,40.69,27,451,74.2,8.3,30.2,35.7,,,,,,60,37.87,24.19,,,,,,,60.72,8,9,1901,2008,17,23,,,,,,,,,33.33,46.15,67.51,70.89,77.08,69.35,,,,,,,,,,,,50.1,47,630,,,,23.8,,,,,,,,,,,18.75,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2010,,,,,49.32,,73.5,13,22,12.1,13,22,12.1,31,29.41,78.39,93.93,29.41,78.39,93.93,92.26,,,47.18,19,218,9.4,,,,,,,,44,44.67,52.87,,,,62.02,5,158,1599,,,,,,,,,,,,66.67,39.13,80.26,,,,,50.62,10,55,7.1,,,,,,,,25,74.16,52.7,,,,,18.75,3,,0,,0.2,0,3,,30,0,,,,,30,4,1,4,,,,,,,3,,40,10,40,,,,,,,41.8,27,451,72.5,6.5,30.3,35.7,,,,,,60,37.87,27.52,,,,,,,62.47,8,9,1642,1734,17,23,,,,,,,,,33.33,46.15,73.15,75.75,77.08,69.35,,,,,,,,,,,,52.18,45,630,,,,23.8,,,,,,,,,,,25,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2011,,,,,48.9,,73.18,13,22,12.9,13,22,12.9,34.4,29.41,78.39,93.54,29.41,78.39,93.54,91.4,,,45.46,19,218,10.5,,,,,,,,44,44.67,47.72,,,,61.29,5,158,1777.3,,,,,,,,,,,,66.67,39.13,78.06,,,,,50.59,10,55,7.1,,,,,,,,25,74.16,52.62,,,,,18.75,3,,0,,0.2,0,3,,30,0,,,,,30,4,1,4,,,,,,,3,,40,10,40,,,,,,,41.8,27,451,72.5,6.5,30.3,35.7,,,,,,60,37.87,27.52,,,,,,,61.06,8,9,1850,1954,17,23,,,,,,,,,33.33,46.15,68.62,71.84,77.08,69.35,,,,,,,,,,,,52.18,45,630,,,,23.8,,,,,,,,,,,25,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2012,,,,,49.28,,73.53,13,22,12.1,13,22,12.1,30.6,29.41,78.39,93.97,29.41,78.39,93.97,92.35,,,47.35,19,218,9.3,,,,,,,,44,44.67,53.38,,,,62.09,5,158,1581.5,,,,,,,,,,,,66.67,39.13,80.48,,,,,50.62,10,55,7.1,,,,,,,,25,74.16,52.7,,,,,18.75,3,,0,,0.3,0,3,,30,0,,,,,30,4,1,4,,,,,,,3,,40,10,40,,,,,,,41.8,27,451,72.5,6.5,30.3,35.7,,,,,,60,37.87,27.52,,,,,,,61.72,8,9,1593,1683,17,27,,,,,,,,,33.33,46.15,74.22,76.66,77.08,62.9,,,,,,,,,,,,52.18,45,630,21,390,219,23.8,10,9.4,4.4,,,,,,,,25,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2013,,,,,49.68,,73.74,13,22,12.1,13,22,12.1,27.2,29.41,78.39,93.96,29.41,78.39,93.96,93.19,,,49.17,19,218,8.2,,,,,,,,44,44.67,58.85,,,,62.46,5,158,1492.1,,,,,,,,,,,,66.67,39.13,81.58,,,,,50.64,10,55,7.1,,,,,,,,25,74.16,52.77,,,,,18.75,3,,0,,2.3,0,3,,30,0,,,,,30,4,1,4,,,,,,,3,,40,10,40,,,,,,,41.86,27,451,72.4,6.5,30.2,35.7,,,,,,60,37.87,27.71,,,,,,,63.28,8,9,1363,1439,17,27,,,,,,,,,33.33,46.15,79.23,80.99,77.08,62.9,,,,,,,,,,,,52.18,45,630,21,390,219,23.8,10,9.4,4.4,,,,,,,,25,58.2,73.34,,,,,54.72,0,1.3,7,50.8,,,,,,54.72,
DZA,Algeria,Middle East & North Africa,Upper middle income,2014,,,,48.36,49.28,,73.61,13,22,12.4,13,22,12.4,28.6,29.41,78.39,93.78,29.41,78.39,93.78,92.86,,,48.37,19,218,8.7,,,,,,,,44,44.67,56.45,,,,58.97,5,180,1565.2,,,,,,,,,,,,66.67,29.57,80.68,,,,,50.63,10,55,7.1,,,,,,,,25,74.16,52.74,,,,10,18.75,3,2,0,0,2.4,0,3,2,30,0,16.67,0,,35,30,4,1,4,5,3,4,4,3.3,3.7,3,4,40,10,40,50,30,40,40,,,41.87,27,451,72.3,6.5,30.2,35.7,,,,,,60,37.87,27.74,,,,,,,63.74,8,9,1301,1362,17,27,,,,,,,,,33.33,46.15,80.59,82.35,77.08,62.9,,,,,,,,,,,,52.18,45,630,21,390,219,23.8,10,9.4,4.4,,,,,,,,25,58.2,73.34,,,,49.24,54.72,0,1.3,7,50.8,7,3,2,1,1,54.72,43.75
DZA,Algeria,Middle East & North Africa,Upper middle income,2015,,,45.53,49.18,,,74.57,13,20,11,13,20,11,24.1,29.41,80.4,94.48,29.41,80.4,94.48,93.98,,57.88,50.51,19,218,7.4,12,2,1,2,3,2,2,44,44.67,62.86,80,,57.48,59.98,5,180,1320.5,4,1,6,8.9,3,1,1,1,0,0,2.7,66.67,29.57,83.7,50,,,43.83,50.67,10,55,7.1,7,,1,1,0,5,,25,74.16,52.83,23.33,,,10,,,2,,0,2,0,,2,,,16.67,0,,35,,4,1,,5,3,4,4,3.3,3.7,,4,40,10,,50,30,40,40,,,44.74,27,385,73.2,6.5,31.1,35.6,,,,,,60,48.07,26.15,,,,,,27.74,64.21,8,9,1270,1330,17,26,149,249,80,327,374,400,593,409,33.33,46.15,81.26,82.92,77.08,64.52,12.34,0,50.31,0,6.39,42.89,44.07,65.94,,,54.78,52.93,45,630,21,390,219,21.8,10,7.4,4.4,5.5,,3,,0,0,2.5,25,58.2,75.59,30.56,,,49.24,,0,1.3,7,50.8,7,3,2,1,1,54.72,43.75
DZA,Algeria,Middle East & North Africa,Upper middle income,2016,,45.75,45.62,,,,76.59,12,18,10.9,12,18,10.9,23.6,35.29,82.41,94.54,35.29,82.41,94.54,94.09,,56.75,,19,226,7.9,12,2,1,2,3,2,2,44,42.36,60.63,80,,57.56,,5,180,1295.5,4,1,5.9,9,3,1,1,1,0,0,2.7,66.67,29.57,84.01,50,,43.83,43.83,,10,55,7.1,7,7,1,1,0,5,0,25,74.16,52.84,23.33,23.33,,10,,,2,,0,1.9,0,,2,,,16.67,0,,35,,4,1,,5,3,4,4,3.3,3.7,,4,40,10,,50,30,40,40,,46,44.74,27,385,73.2,6.5,31.1,35.6,No VAT refund per case study scenario,No VAT refund per case study scenario,2,0,49.77,60,48.07,26.15,0,0,99.08,100,,27.74,,,,,,,,149,249,80,327,374,400,593,409,,,,,,,12.34,0,50.31,0,6.39,42.89,44.07,65.94,,54.78,54.78,,,630,21,390,219,21.8,10,7.4,4.4,5.5,5.5,3,3,0,0,2.5,,58.2,75.59,30.56,30.56,,49.24,,0,1.3,7,50.8,7,3,2,1,1,54.72,43.75
DZA,Algeria,Middle East & North Africa,Upper middle income,2017,,47.61,,,,,78.04,12,18,11.1,12,18,11.1,0,35.29,82.41,94.46,35.29,82.41,94.46,100,,62.98,,19,136,8.1,12,2,1,2,3,2,2,44,68.3,59.62,80,,60.58,,5,180,1330.4,5,1,5.1,9.2,3,1,1,1,0,1,3,66.67,29.57,83.58,62.5,,43.83,,,10,55,7.1,7,7,1,1,0,5,0,25,74.16,52.83,23.33,23.33,,10,,,2,,0,3,0,,2,,,16.67,0,,35,,4,1,,5,3,4,4,3.3,3.7,,4,40,10,,50,30,40,40,,53.91,,27,265,66,8.2,31.1,26.7,No VAT refund per case study scenario,No VAT refund per case study scenario,2,0,49.77,60,66.62,39.25,0,0,99.08,100,,27.74,,,,,,,,149,249,80,327,374,400,593,409,,,,,,,12.34,0,50.31,0,6.39,42.89,44.07,65.94,,54.78,,,,630,21,390,219,21.8,10,7.4,4.4,5.5,5.5,3,3,0,0,2.5,,58.2,75.59,30.56,30.56,,49.24,,0,1.3,7,50.8,7,3,2,1,1,54.72,43.75
DZA,Algeria,Middle East & North Africa,Upper middle income,2018,,47.59,,,,,77.86,12,18,12.5,12,18,12.5,0,35.29,82.41,93.75,35.29,82.41,93.75,100,,62.94,,19,136,8.1,12,2,1,2,3,2,2,44,68.3,59.47,80,,60.56,,5,180,1335.3,5,1,5.2,9.5,3,1,1,1,0,1,2.6,66.67,29.57,83.51,62.5,,43.83,,,10,55,7.1,7,7,1,1,0,5,0,25,74.16,52.83,23.33,23.33,,10,,,2,,0,2.9,0,,2,,,16.67,0,,35,,4,1,,5,3,4,4,3.3,3.7,,4,40,10,,50,30,40,40,,53.91,,27,265,66,8.2,31.1,26.7,No VAT refund per case study scenario,No VAT refund per case study scenario,2,0,49.77,60,66.62,39.25,0,0,99.08,100,,27.74,,,,,,,,149,249,80,327,374,400,593,409,,,,,,,12.34,0,50.31,0,6.39,42.89,44.07,65.94,,54.78,,,,630,21,390,219,21.8,10,7.4,4.4,5.5,5.5,,3,0,0,2.5,,58.2,75.59,30.56,30.56,,49.24,,0,1.3,7,50.8,7,3,2,1,1,54.72,43.75
DZA,Algeria,Middle East & North Africa,Upper middle income,2019,157,49.65,,,,150,78.07,12,17.5,11.8,12,17.5,11.8,0,35.29,82.91,94.08,35.29,82.91,94.08,100,129,63.28,,19,136,7.8,12,2,1,2,3,2,2,44,68.3,60.82,80,106,69.58,,5,93,1478.3,5,1,4.2,8.2,3,1,1,1,0,1,2.2,66.67,67.39,81.75,62.5,165,44.26,,,10,55,7.1,7.5,7.5,1,1.5,0,5,0,25,74.16,52.87,25,25,178,10,,,2,,0,3.2,0,,2,,,16.67,0,168,35,,4,1,,5,3,4,4,3.3,3.7,,4,40,10,,50,30,40,40,156,53.91,,27,265,66,8.2,31.1,26.7,No VAT refund per case study scenario,No VAT refund per case study scenario,2,0,49.77,60,66.62,39.25,0,0,99.08,100,173,38.43,,,,,,,,149,96,80,210,374,400,593,409,,,,,,,12.34,60.25,50.31,25.24,6.39,42.89,44.07,65.94,112,54.78,,,,630,21,390,219,21.8,10,7.4,4.4,5.5,5.5,,3,0,0,2.5,,58.2,75.59,30.56,30.56,76,49.24,,0,1.3,7,50.8,7,3,2,1,1,54.72,43.75
AGO,Angola,Sub-Saharan Africa,Lower middle income,2004,,,,,,,13.09,12,83,1316.4,12,83,1316.4,949.8,35.29,17.09,0,35.29,17.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,46,1011,,,,44.4,,,,,,,,,,,21.88,26.97,50.17,,,,,0,0,No Practice,No Practice,0,,,,,,0,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2005,,,,,,,13.09,12,83,910,12,83,910,495.6,35.29,17.09,0,35.29,17.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.97,6,335,11.6,,,,,,,,58.33,0,22.57,,,,,18.75,3,,0,,1.8,0,3,,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,46,1011,,,,44.4,,,,,,,,,,,21.88,26.97,50.17,,,,,0,0,No Practice,No Practice,0,,,,,,0,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2006,,,,,,,31.84,12,83,653.8,12,83,653.8,100.1,35.29,17.09,0,35.29,17.09,0,74.97,,,65.36,12,283,0.4,,,,,,,,72,25.94,98.13,,,,,,,,,,,,,,,,,,,,,,,,,,27.16,6,335,11.5,,,,,,,,58.33,0,23.15,,,,,18.75,3,,0,,2.9,0,3,,30,0,,,,,53.33,4,6,6,,,,,,,5,,40,60,60,,,,,,,59.07,32,284,52.2,25.2,9,18,,,,,,51.67,63.68,61.85,,,,,,,13.81,10,8,4921,5816,64,58,,,,,,,,,11.11,53.85,1.71,3.27,0,12.9,,,,,,,,,,,,33,46,1011,,,,44.4,,,,,,,,,,,21.88,26.97,50.17,,,,,0,No Practice,No Practice,No Practice,0,,,,,,0,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2007,,,,,,,33.47,12,83,498.2,12,83,498.2,74.1,35.29,17.09,0,35.29,17.09,0,81.48,,,65.52,12,283,0.3,,,,,,,,72,25.94,98.62,,,,,,,,,,,,,,,,,,,,,,,,,,27.22,6,335,11.5,,,,,,,,58.33,0,23.33,,,,,18.75,3,,0,,2.9,0,3,,30,0,,,,,53.33,4,6,6,,,,,,,5,,40,60,60,,,,,,,59.07,32,284,52.2,25.2,9,18,,,,,,51.67,63.68,61.85,,,,,,,21.23,10,8,3881,4586,64,58,,,,,,,,,11.11,53.85,24.39,25.1,0,12.9,,,,,,,,,,,,33,46,1011,,,,44.4,,,,,,,,,,,21.88,26.97,50.17,,,,,0,0,No Practice,No Practice,0,,,,,,0,
AGO,Angola,Sub-Saharan Africa,Lower middle income,2008,,,,,,,34.94,12,83,343.7,12,83,343.7,50.5,35.29,17.09,0,35.29,17.09,0,87.37,,,65.56,12,283,0.3,,,,,,,,72,25.94,98.75,,,,,,,,,,,,,,,,,,,,,,,,,,27.24,6,335,11.5,,,,,,,,58.33,0,23.38,,,,,18.75,3,,0,,2.3,0,3,,30,0,,,,,53.33,4,6,6,,,,,,,5,,40,60,60,,,,,,,59.07,32,284,52.2,25.2,9,18,,,,,,51.67,63.68,61.85,,,,,,,24.42,10,8,3433,4057,64,58,,,,,,,,,11.11,53.85,34.14,34.5,0,12.9,,,,,,,,,,,,33,46,1011,,,,44.4,,,,,,,,,,,21.88,26.97,50.17,,,,,0,0,No Practice,No Practice,0,,,,,,0,
